event_id,employee_id,event_type,event_date,event_value,remarks
2018,EMP408,Appraisal,24-01-2024,13.4%,Annual appraisal cycle
2019,EMP408,Released,12-03-2024,Released,Budget cut
2020,EMP409,Deployed,20-03-2023,Luminae Financial,Deployed on joining date
2021,EMP409,Contract Renewal,16-09-2023,6 months extension,First renewal review
2022,EMP409,Bill Rate Revision,19-03-2024,INR 3958.97,Annual rate revision
2023,EMP409,Contract Renewal,14-03-2024,6 months extension,Second renewal review
2024,EMP409,Converted to FTE,07-11-2023,Converted to FTE,Personal reasons
2025,EMP410,Bench Start,14-06-2024,2 days,Client BGV Delay
2026,EMP410,Bench End,16-06-2024,2 days on bench,Deployment commenced
2027,EMP410,Deployed,16-06-2024,Orenvast Bank,Initial deployment
2028,EMP410,Contract Closure,13-12-2024,Project ended,Performance
2029,EMP410,Resigned,31-12-2024,Resigned,Client absorption
2030,EMP411,Bench Start,17-07-2023,26 days,Role Redefinition
2031,EMP411,Bench End,12-08-2023,26 days on bench,Deployment commenced
2032,EMP411,Deployed,12-08-2023,Zephryn Technologies,Initial deployment
2033,EMP411,Contract Renewal,08-02-2024,6 months extension,First renewal review
2034,EMP411,Appraisal,16-07-2024,6.6%,Annual appraisal cycle
2035,EMP411,Released,07-07-2024,Released,Better opportunity
2036,EMP412,Bench Start,28-10-2023,6 days,Visa Processing
2037,EMP412,Bench End,03-11-2023,6 days on bench,Deployment commenced
2038,EMP412,Deployed,03-11-2023,Brackenfield Bank,Initial deployment
2039,EMP412,Contract Closure,01-05-2024,Project ended,Performance
2040,EMP412,Bill Rate Revision,02-11-2024,USD 16.62,Annual rate revision
2041,EMP412,Appraisal,27-10-2024,10.8%,Annual appraisal cycle
2042,EMP412,Resigned,28-08-2024,Resigned,Personal reasons
2043,EMP413,Bench Start,30-01-2024,3 days,Client Budget Hold
2044,EMP413,Bench End,02-02-2024,3 days on bench,Deployment commenced
2045,EMP413,Deployed,02-02-2024,Zephryn Technologies,Initial deployment
2046,EMP413,Contract Renewal,31-07-2024,6 months extension,First renewal review
2047,EMP414,Deployed,25-06-2023,Luminae Financial,Deployed on joining date
2048,EMP414,Contract Renewal,22-12-2023,6 months extension,First renewal review
2049,EMP414,Appraisal,24-06-2024,7.1%,Annual appraisal cycle
2050,EMP414,Released,22-03-2024,Released,Better opportunity
2051,EMP415,Bench Start,23-03-2023,3 days,Client BGV Delay
2052,EMP415,Bench End,26-03-2023,3 days on bench,Deployment commenced
2053,EMP415,Deployed,26-03-2023,Brackenfield Bank,Initial deployment
2054,EMP415,Contract Closure,22-09-2023,Project ended,Project Completion
2055,EMP415,Resigned,29-06-2024,Resigned,Personal reasons
2056,EMP416,Bench Start,06-01-2023,15 days,Client BGV Delay
2057,EMP416,Bench End,21-01-2023,15 days on bench,Deployment commenced
2058,EMP416,Deployed,21-01-2023,Veluxtra Infotech,Initial deployment
2059,EMP416,Contract Closure,20-07-2023,Project ended,Performance
2060,EMP416,Bill Rate Revision,21-01-2024,INR 4067.97,Annual rate revision
2061,EMP416,Appraisal,06-01-2024,5.8%,Annual appraisal cycle
2062,EMP416,Contract Renewal,16-01-2024,6 months extension,Second renewal review
2063,EMP417,Bench Start,04-05-2024,3 days,Client BGV Delay
2064,EMP417,Bench End,07-05-2024,3 days on bench,Deployment commenced
2065,EMP417,Deployed,07-05-2024,Zephryn Technologies,Initial deployment
2066,EMP417,Contract Closure,03-11-2024,Project ended,Project Completion
2067,EMP417,Resigned,31-12-2024,Resigned,Personal reasons
2068,EMP418,Bench Start,07-06-2023,1 days,Documentation Pending
2069,EMP418,Bench End,08-06-2023,1 days on bench,Deployment commenced
2070,EMP418,Deployed,08-06-2023,Brackenfield Bank,Initial deployment
2071,EMP418,Contract Closure,05-12-2023,Project ended,Budget Cut
2072,EMP418,Appraisal,06-06-2024,13.9%,Annual appraisal cycle
2073,EMP418,Released,25-12-2023,Released,Contract ended
2074,EMP419,Bench Start,27-06-2024,3 days,Internal Approvals
2075,EMP419,Bench End,30-06-2024,3 days on bench,Deployment commenced
2076,EMP419,Deployed,30-06-2024,Zephryn Technologies,Initial deployment
2077,EMP419,Contract Renewal,27-12-2024,6 months extension,First renewal review
2078,EMP419,Resigned,31-12-2024,Resigned,Contract ended
2079,EMP420,Deployed,20-05-2024,Veluxtra Infotech,Deployed on joining date
2080,EMP420,Contract Renewal,16-11-2024,6 months extension,First renewal review
2081,EMP421,Bench Start,14-08-2023,6 days,Documentation Pending
2082,EMP421,Bench End,20-08-2023,6 days on bench,Deployment commenced
2083,EMP421,Deployed,20-08-2023,Veluxtra Infotech,Initial deployment
2084,EMP421,Contract Renewal,16-02-2024,6 months extension,First renewal review
2085,EMP421,Appraisal,13-08-2024,14.2%,Annual appraisal cycle
2086,EMP421,Released,26-08-2024,Released,Performance issue
2087,EMP422,Bench Start,28-09-2023,13 days,Documentation Pending
2088,EMP422,Bench End,11-10-2023,13 days on bench,Deployment commenced
2089,EMP422,Deployed,11-10-2023,Orenvast Bank,Initial deployment
2090,EMP422,Contract Closure,08-04-2024,Project ended,Project Completion
2091,EMP422,Bill Rate Revision,10-10-2024,USD 14.4,Annual rate revision
2092,EMP422,Appraisal,27-09-2024,14.8%,Annual appraisal cycle
2093,EMP422,Contract Closure,05-10-2024,Project ended,Budget Cut
2094,EMP423,Bench Start,10-12-2023,27 days,Visa Processing
2095,EMP423,Bench End,06-01-2024,27 days on bench,Deployment commenced
2096,EMP423,Deployed,06-01-2024,Veluxtra Infotech,Initial deployment
2097,EMP423,Contract Renewal,04-07-2024,6 months extension,First renewal review
2098,EMP423,Appraisal,09-12-2024,12.4%,Annual appraisal cycle
2099,EMP423,Resigned,17-12-2024,Resigned,Contract ended
2100,EMP424,Bench Start,17-03-2024,8 days,Client BGV Delay
2101,EMP424,Bench End,25-03-2024,8 days on bench,Deployment commenced
2102,EMP424,Deployed,25-03-2024,Veluxtra Infotech,Initial deployment
2103,EMP424,Contract Renewal,21-09-2024,6 months extension,First renewal review
2104,EMP425,Bench Start,22-12-2023,15 days,Client Budget Hold
2105,EMP425,Bench End,06-01-2024,15 days on bench,Deployment commenced
2106,EMP425,Deployed,06-01-2024,Orenvast Bank,Initial deployment
2107,EMP425,Contract Renewal,04-07-2024,6 months extension,First renewal review
2108,EMP425,Released,31-12-2024,Released,Contract ended
2109,EMP426,Deployed,15-05-2024,Luminae Financial,Deployed on joining date
2110,EMP426,Contract Renewal,11-11-2024,6 months extension,First renewal review
2111,EMP426,Resigned,31-12-2024,Resigned,Better opportunity
2112,EMP427,Bench Start,11-04-2023,12 days,Internal Approvals
2113,EMP427,Bench End,23-04-2023,12 days on bench,Deployment commenced
2114,EMP427,Deployed,23-04-2023,Orenvast Bank,Initial deployment
2115,EMP427,Contract Renewal,20-10-2023,6 months extension,First renewal review
2116,EMP427,Bill Rate Revision,22-04-2024,USD 26.28,Annual rate revision
2117,EMP427,Resigned,28-06-2024,Resigned,Better opportunity
2118,EMP428,Bench Start,02-01-2024,4 days,Visa Processing
2119,EMP428,Bench End,06-01-2024,4 days on bench,Deployment commenced
2120,EMP428,Deployed,06-01-2024,Altovex Systems,Initial deployment
2121,EMP428,Contract Closure,04-07-2024,Project ended,Client Decision
2122,EMP428,Contract Closure,31-12-2024,Project ended,Budget Cut
2123,EMP429,Bench Start,14-06-2024,15 days,Role Redefinition
2124,EMP429,Bench End,29-06-2024,15 days on bench,Deployment commenced
2125,EMP429,Deployed,29-06-2024,Zephryn Technologies,Initial deployment
2126,EMP429,Contract Renewal,26-12-2024,6 months extension,First renewal review
2127,EMP430,Bench Start,08-06-2023,17 days,Internal Approvals
2128,EMP430,Bench End,25-06-2023,17 days on bench,Deployment commenced
2129,EMP430,Deployed,25-06-2023,Veluxtra Infotech,Initial deployment
2130,EMP430,Contract Renewal,22-12-2023,6 months extension,First renewal review
2131,EMP430,Appraisal,07-06-2024,9.3%,Annual appraisal cycle
2132,EMP430,Resigned,24-02-2024,Resigned,Client absorption
2133,EMP431,Deployed,19-02-2024,Zephryn Technologies,Deployed on joining date
2134,EMP431,Contract Renewal,17-08-2024,6 months extension,First renewal review
2135,EMP432,Bench Start,19-05-2024,3 days,Role Redefinition
2136,EMP432,Bench End,22-05-2024,3 days on bench,Deployment commenced
2137,EMP432,Deployed,22-05-2024,Orenvast Bank,Initial deployment
2138,EMP432,Contract Renewal,18-11-2024,6 months extension,First renewal review
2139,EMP433,Bench Start,12-06-2023,7 days,Client Budget Hold
2140,EMP433,Bench End,19-06-2023,7 days on bench,Deployment commenced
2141,EMP433,Deployed,19-06-2023,Brackenfield Bank,Initial deployment
2142,EMP433,Contract Closure,16-12-2023,Project ended,Project Completion
2143,EMP433,Appraisal,11-06-2024,8.0%,Annual appraisal cycle
2144,EMP433,Resigned,30-03-2024,Resigned,Performance issue
2145,EMP434,Bench Start,22-06-2024,9 days,Role Redefinition
2146,EMP434,Bench End,01-07-2024,9 days on bench,Deployment commenced
2147,EMP434,Deployed,01-07-2024,Brackenfield Bank,Initial deployment
2148,EMP434,Contract Renewal,28-12-2024,6 months extension,First renewal review
2149,EMP435,Bench Start,06-03-2024,1 days,Internal Approvals
2150,EMP435,Bench End,07-03-2024,1 days on bench,Deployment commenced
2151,EMP435,Deployed,07-03-2024,Orenvast Bank,Initial deployment
2152,EMP435,Contract Renewal,03-09-2024,6 months extension,First renewal review
2153,EMP436,Bench Start,15-06-2023,5 days,Client Budget Hold
2154,EMP436,Bench End,20-06-2023,5 days on bench,Deployment commenced
2155,EMP436,Deployed,20-06-2023,Veluxtra Infotech,Initial deployment
2156,EMP436,Contract Renewal,17-12-2023,6 months extension,First renewal review
2157,EMP436,Appraisal,14-06-2024,10.5%,Annual appraisal cycle
2158,EMP436,Contract Renewal,14-06-2024,6 months extension,Second renewal review
2159,EMP436,Converted to FTE,18-12-2023,Converted to FTE,Client absorption
2160,EMP437,Bench Start,22-05-2023,20 days,Internal Approvals
2161,EMP437,Bench End,11-06-2023,20 days on bench,Deployment commenced
2162,EMP437,Deployed,11-06-2023,Altovex Systems,Initial deployment
2163,EMP437,Contract Renewal,08-12-2023,6 months extension,First renewal review
2164,EMP437,Bill Rate Revision,10-06-2024,USD 21.05,Annual rate revision
2165,EMP437,Contract Renewal,05-06-2024,6 months extension,Second renewal review
2166,EMP438,Bench Start,27-05-2024,8 days,Visa Processing
2167,EMP438,Bench End,04-06-2024,8 days on bench,Deployment commenced
2168,EMP438,Deployed,04-06-2024,Altovex Systems,Initial deployment
2169,EMP438,Contract Renewal,01-12-2024,6 months extension,First renewal review
2170,EMP439,Bench Start,16-03-2023,7 days,Internal Approvals
2171,EMP439,Bench End,23-03-2023,7 days on bench,Deployment commenced
2172,EMP439,Deployed,23-03-2023,Zephryn Technologies,Initial deployment
2173,EMP439,Contract Closure,19-09-2023,Project ended,Client Decision
2174,EMP439,Appraisal,15-03-2024,12.7%,Annual appraisal cycle
2175,EMP439,Resigned,27-03-2024,Resigned,Contract ended
2176,EMP440,Bench Start,24-01-2024,13 days,Documentation Pending
2177,EMP440,Bench End,06-02-2024,13 days on bench,Deployment commenced
2178,EMP440,Deployed,06-02-2024,Orenvast Bank,Initial deployment
2179,EMP440,Contract Renewal,04-08-2024,6 months extension,First renewal review
2180,EMP440,Released,25-12-2024,Released,Contract ended
2181,EMP441,Bench Start,16-02-2023,20 days,Visa Processing
2182,EMP441,Bench End,08-03-2023,20 days on bench,Deployment commenced
2183,EMP441,Deployed,08-03-2023,Veluxtra Infotech,Initial deployment
2184,EMP441,Contract Renewal,04-09-2023,6 months extension,First renewal review
2185,EMP441,Bill Rate Revision,07-03-2024,INR 4535.27,Annual rate revision
2186,EMP441,Contract Renewal,02-03-2024,6 months extension,Second renewal review
2187,EMP442,Deployed,30-07-2023,Luminae Financial,Deployed on joining date
2188,EMP442,Contract Renewal,26-01-2024,6 months extension,First renewal review
2189,EMP442,Bill Rate Revision,29-07-2024,INR 1499.1,Annual rate revision
2190,EMP442,Appraisal,29-07-2024,8.6%,Annual appraisal cycle
2191,EMP442,Released,15-02-2024,Released,Better opportunity
2192,EMP443,Deployed,17-06-2024,Altovex Systems,Deployed on joining date
2193,EMP443,Contract Closure,14-12-2024,Project ended,Performance
2194,EMP444,Deployed,30-03-2024,Orenvast Bank,Deployed on joining date
2195,EMP444,Contract Renewal,26-09-2024,6 months extension,First renewal review
2196,EMP445,Bench Start,13-03-2024,20 days,Client BGV Delay
2197,EMP445,Bench End,02-04-2024,20 days on bench,Deployment commenced
2198,EMP445,Deployed,02-04-2024,Veluxtra Infotech,Initial deployment
2199,EMP445,Contract Renewal,29-09-2024,6 months extension,First renewal review
2200,EMP446,Bench Start,12-12-2023,1 days,Internal Approvals
2201,EMP446,Bench End,13-12-2023,1 days on bench,Deployment commenced
2202,EMP446,Deployed,13-12-2023,Zephryn Technologies,Initial deployment
2203,EMP446,Contract Renewal,10-06-2024,6 months extension,First renewal review
2204,EMP446,Bill Rate Revision,12-12-2024,INR 3215.7,Annual rate revision
2205,EMP446,Released,27-06-2024,Released,Better opportunity
2206,EMP447,Deployed,04-07-2023,Brackenfield Bank,Deployed on joining date
2207,EMP447,Contract Closure,31-12-2023,Project ended,Performance
2208,EMP447,Appraisal,03-07-2024,6.9%,Annual appraisal cycle
2209,EMP447,Resigned,04-05-2024,Resigned,Better opportunity
2210,EMP448,Deployed,22-08-2023,Zephryn Technologies,Deployed on joining date
2211,EMP448,Contract Closure,18-02-2024,Project ended,Performance
2212,EMP448,Appraisal,21-08-2024,6.6%,Annual appraisal cycle
2213,EMP448,Released,23-09-2024,Released,Better opportunity
2214,EMP449,Bench Start,04-01-2024,17 days,Client BGV Delay
2215,EMP449,Bench End,21-01-2024,17 days on bench,Deployment commenced
2216,EMP449,Deployed,21-01-2024,Altovex Systems,Initial deployment
2217,EMP449,Contract Closure,19-07-2024,Project ended,Budget Cut
2218,EMP450,Bench Start,21-03-2023,12 days,Client Budget Hold
2219,EMP450,Bench End,02-04-2023,12 days on bench,Deployment commenced
2220,EMP450,Deployed,02-04-2023,Luminae Financial,Initial deployment
2221,EMP450,Contract Renewal,29-09-2023,6 months extension,First renewal review
2222,EMP450,Contract Renewal,27-03-2024,6 months extension,Second renewal review
2223,EMP451,Bench Start,04-09-2023,4 days,Documentation Pending
2224,EMP451,Bench End,08-09-2023,4 days on bench,Deployment commenced
2225,EMP451,Deployed,08-09-2023,Luminae Financial,Initial deployment
2226,EMP451,Contract Closure,06-03-2024,Project ended,Performance
2227,EMP451,Appraisal,03-09-2024,13.8%,Annual appraisal cycle
2228,EMP451,Contract Renewal,02-09-2024,6 months extension,Second renewal review
2229,EMP452,Bench Start,24-09-2023,3 days,Client Budget Hold
2230,EMP452,Bench End,27-09-2023,3 days on bench,Deployment commenced
2231,EMP452,Deployed,27-09-2023,Zephryn Technologies,Initial deployment
2232,EMP452,Contract Closure,25-03-2024,Project ended,Project Completion
2233,EMP452,Bill Rate Revision,26-09-2024,INR 11252.2,Annual rate revision
2234,EMP452,Contract Renewal,21-09-2024,6 months extension,Second renewal review
2235,EMP453,Deployed,20-06-2023,Zephryn Technologies,Deployed on joining date
2236,EMP453,Contract Renewal,17-12-2023,6 months extension,First renewal review
2237,EMP453,Bill Rate Revision,19-06-2024,INR 1589.07,Annual rate revision
2238,EMP453,Appraisal,19-06-2024,5.8%,Annual appraisal cycle
2239,EMP453,Contract Renewal,14-06-2024,6 months extension,Second renewal review
2240,EMP454,Bench Start,05-04-2024,10 days,Visa Processing
2241,EMP454,Bench End,15-04-2024,10 days on bench,Deployment commenced
2242,EMP454,Deployed,15-04-2024,Orenvast Bank,Initial deployment
2243,EMP454,Contract Renewal,12-10-2024,6 months extension,First renewal review
2244,EMP455,Bench Start,04-06-2024,4 days,Documentation Pending
2245,EMP455,Bench End,08-06-2024,4 days on bench,Deployment commenced
2246,EMP455,Deployed,08-06-2024,Altovex Systems,Initial deployment
2247,EMP455,Contract Renewal,05-12-2024,6 months extension,First renewal review
2248,EMP456,Deployed,23-09-2023,Luminae Financial,Deployed on joining date
2249,EMP456,Contract Renewal,21-03-2024,6 months extension,First renewal review
2250,EMP456,Bill Rate Revision,22-09-2024,INR 1513.36,Annual rate revision
2251,EMP456,Appraisal,22-09-2024,5.9%,Annual appraisal cycle
2252,EMP456,Contract Renewal,17-09-2024,6 months extension,Second renewal review
2253,EMP457,Bench Start,31-03-2024,5 days,Role Redefinition
2254,EMP457,Bench End,05-04-2024,5 days on bench,Deployment commenced
2255,EMP457,Deployed,05-04-2024,Altovex Systems,Initial deployment
2256,EMP457,Contract Renewal,02-10-2024,6 months extension,First renewal review
2257,EMP457,Released,21-11-2024,Released,Performance issue
2258,EMP458,Bench Start,09-06-2024,20 days,Documentation Pending
2259,EMP458,Bench End,29-06-2024,20 days on bench,Deployment commenced
2260,EMP458,Deployed,29-06-2024,Zephryn Technologies,Initial deployment
2261,EMP458,Contract Renewal,26-12-2024,6 months extension,First renewal review
2262,EMP459,Deployed,15-05-2023,Zephryn Technologies,Deployed on joining date
2263,EMP459,Contract Renewal,11-11-2023,6 months extension,First renewal review
2264,EMP459,Appraisal,14-05-2024,8.7%,Annual appraisal cycle
2265,EMP459,Contract Closure,09-05-2024,Project ended,Budget Cut
2266,EMP459,Converted to FTE,14-06-2024,Converted to FTE,Contract ended
2267,EMP460,Bench Start,06-02-2024,5 days,Role Redefinition
2268,EMP460,Bench End,11-02-2024,5 days on bench,Deployment commenced
2269,EMP460,Deployed,11-02-2024,Orenvast Bank,Initial deployment
2270,EMP460,Contract Renewal,09-08-2024,6 months extension,First renewal review
2271,EMP461,Deployed,15-05-2024,Veluxtra Infotech,Deployed on joining date
2272,EMP461,Contract Renewal,11-11-2024,6 months extension,First renewal review
2273,EMP462,Bench Start,13-08-2023,7 days,Visa Processing
2274,EMP462,Bench End,20-08-2023,7 days on bench,Deployment commenced
2275,EMP462,Deployed,20-08-2023,Veluxtra Infotech,Initial deployment
2276,EMP462,Contract Renewal,16-02-2024,6 months extension,First renewal review
2277,EMP462,Bill Rate Revision,19-08-2024,INR 3203.34,Annual rate revision
2278,EMP462,Contract Renewal,14-08-2024,6 months extension,Second renewal review
2279,EMP463,Bench Start,23-08-2023,3 days,Client BGV Delay
2280,EMP463,Bench End,26-08-2023,3 days on bench,Deployment commenced
2281,EMP463,Deployed,26-08-2023,Orenvast Bank,Initial deployment
2282,EMP463,Contract Closure,22-02-2024,Project ended,Project Completion
2283,EMP463,Bill Rate Revision,25-08-2024,USD 10.55,Annual rate revision
2284,EMP463,Appraisal,22-08-2024,5.0%,Annual appraisal cycle
2285,EMP463,Released,21-12-2024,Released,Better opportunity
2286,EMP464,Bench Start,28-03-2023,1 days,Internal Approvals
2287,EMP464,Bench End,29-03-2023,1 days on bench,Deployment commenced
2288,EMP464,Deployed,29-03-2023,Brackenfield Bank,Initial deployment
2289,EMP464,Contract Renewal,25-09-2023,6 months extension,First renewal review
2290,EMP464,Appraisal,27-03-2024,13.7%,Annual appraisal cycle
2291,EMP464,Resigned,10-02-2024,Resigned,Personal reasons
2292,EMP465,Bench Start,16-08-2023,18 days,Documentation Pending
2293,EMP465,Bench End,03-09-2023,18 days on bench,Deployment commenced
2294,EMP465,Deployed,03-09-2023,Luminae Financial,Initial deployment
2295,EMP465,Contract Renewal,01-03-2024,6 months extension,First renewal review
2296,EMP465,Bill Rate Revision,02-09-2024,INR 2958.6,Annual rate revision
2297,EMP465,Appraisal,15-08-2024,8.3%,Annual appraisal cycle
2298,EMP465,Resigned,06-03-2024,Resigned,Contract ended
2299,EMP466,Bench Start,16-05-2024,5 days,Client BGV Delay
2300,EMP466,Bench End,21-05-2024,5 days on bench,Deployment commenced
2301,EMP466,Deployed,21-05-2024,Brackenfield Bank,Initial deployment
2302,EMP466,Contract Renewal,17-11-2024,6 months extension,First renewal review
2303,EMP467,Bench Start,15-05-2024,3 days,Internal Approvals
2304,EMP467,Bench End,18-05-2024,3 days on bench,Deployment commenced
2305,EMP467,Deployed,18-05-2024,Luminae Financial,Initial deployment
2306,EMP467,Contract Closure,14-11-2024,Project ended,Budget Cut
2307,EMP468,Bench Start,04-03-2024,4 days,Visa Processing
2308,EMP468,Bench End,08-03-2024,4 days on bench,Deployment commenced
2309,EMP468,Deployed,08-03-2024,Brackenfield Bank,Initial deployment
2310,EMP468,Contract Renewal,04-09-2024,6 months extension,First renewal review
2311,EMP468,Converted to FTE,31-12-2024,Converted to FTE,Better opportunity
2312,EMP469,Deployed,19-05-2023,Zephryn Technologies,Deployed on joining date
2313,EMP469,Contract Renewal,15-11-2023,6 months extension,First renewal review
2314,EMP469,Bill Rate Revision,18-05-2024,INR 3487.28,Annual rate revision
2315,EMP469,Appraisal,18-05-2024,10.9%,Annual appraisal cycle
2316,EMP469,Resigned,06-10-2024,Resigned,Better opportunity
2317,EMP470,Bench Start,10-03-2023,17 days,Client Budget Hold
2318,EMP470,Bench End,27-03-2023,17 days on bench,Deployment commenced
2319,EMP470,Deployed,27-03-2023,Luminae Financial,Initial deployment
2320,EMP470,Contract Renewal,23-09-2023,6 months extension,First renewal review
2321,EMP470,Appraisal,09-03-2024,12.4%,Annual appraisal cycle
2322,EMP470,Released,29-11-2023,Released,Better opportunity
2323,EMP471,Bench Start,28-01-2024,26 days,Client BGV Delay
2324,EMP471,Bench End,23-02-2024,26 days on bench,Deployment commenced
2325,EMP471,Deployed,23-02-2024,Luminae Financial,Initial deployment
2326,EMP471,Contract Renewal,21-08-2024,6 months extension,First renewal review
2327,EMP472,Bench Start,23-02-2023,2 days,Documentation Pending
2328,EMP472,Bench End,25-02-2023,2 days on bench,Deployment commenced
2329,EMP472,Deployed,25-02-2023,Zephryn Technologies,Initial deployment
2330,EMP472,Contract Renewal,24-08-2023,6 months extension,First renewal review
2331,EMP472,Bill Rate Revision,25-02-2024,INR 8807.14,Annual rate revision
2332,EMP472,Appraisal,23-02-2024,14.3%,Annual appraisal cycle
2333,EMP472,Resigned,19-10-2023,Resigned,Performance issue
2334,EMP473,Bench Start,23-03-2024,11 days,Documentation Pending
2335,EMP473,Bench End,03-04-2024,11 days on bench,Deployment commenced
2336,EMP473,Deployed,03-04-2024,Luminae Financial,Initial deployment
2337,EMP473,Contract Renewal,30-09-2024,6 months extension,First renewal review
2338,EMP474,Deployed,03-12-2023,Orenvast Bank,Deployed on joining date
2339,EMP474,Contract Closure,31-05-2024,Project ended,Performance
2340,EMP474,Appraisal,02-12-2024,5.4%,Annual appraisal cycle
2341,EMP474,Resigned,31-12-2024,Resigned,Budget cut
2342,EMP475,Bench Start,10-04-2024,21 days,Role Redefinition
2343,EMP475,Bench End,01-05-2024,21 days on bench,Deployment commenced
2344,EMP475,Deployed,01-05-2024,Veluxtra Infotech,Initial deployment
2345,EMP475,Contract Closure,28-10-2024,Project ended,Client Decision
2346,EMP476,Deployed,18-01-2023,Veluxtra Infotech,Deployed on joining date
2347,EMP476,Contract Closure,17-07-2023,Project ended,Client Decision
2348,EMP476,Appraisal,18-01-2024,14.9%,Annual appraisal cycle
2349,EMP476,Released,22-02-2024,Released,Contract ended
2350,EMP477,Bench Start,04-01-2023,5 days,Client BGV Delay
2351,EMP477,Bench End,09-01-2023,5 days on bench,Deployment commenced
2352,EMP477,Deployed,09-01-2023,Orenvast Bank,Initial deployment
2353,EMP477,Contract Renewal,08-07-2023,6 months extension,First renewal review
2354,EMP477,Appraisal,04-01-2024,8.4%,Annual appraisal cycle
2355,EMP477,Contract Closure,04-01-2024,Project ended,Project Completion
2356,EMP478,Bench Start,10-09-2023,13 days,Client Budget Hold
2357,EMP478,Bench End,23-09-2023,13 days on bench,Deployment commenced
2358,EMP478,Deployed,23-09-2023,Luminae Financial,Initial deployment
2359,EMP478,Contract Closure,21-03-2024,Project ended,Performance
2360,EMP478,Bill Rate Revision,22-09-2024,INR 9177.24,Annual rate revision
2361,EMP478,Resigned,20-09-2024,Resigned,Budget cut
2362,EMP479,Deployed,24-06-2023,Brackenfield Bank,Deployed on joining date
2363,EMP479,Contract Renewal,21-12-2023,6 months extension,First renewal review
2364,EMP479,Bill Rate Revision,23-06-2024,USD 16.14,Annual rate revision
2365,EMP479,Appraisal,23-06-2024,12.7%,Annual appraisal cycle
2366,EMP479,Resigned,13-12-2024,Resigned,Client absorption
2367,EMP480,Bench Start,10-07-2023,12 days,Internal Approvals
2368,EMP480,Bench End,22-07-2023,12 days on bench,Deployment commenced
2369,EMP480,Deployed,22-07-2023,Luminae Financial,Initial deployment
2370,EMP480,Contract Closure,18-01-2024,Project ended,Client Decision
2371,EMP480,Appraisal,09-07-2024,12.4%,Annual appraisal cycle
2372,EMP480,Contract Renewal,16-07-2024,6 months extension,Second renewal review
2373,EMP480,Converted to FTE,20-09-2024,Converted to FTE,Better opportunity
2374,EMP481,Deployed,07-09-2023,Brackenfield Bank,Deployed on joining date
2375,EMP481,Contract Renewal,05-03-2024,6 months extension,First renewal review
2376,EMP481,Appraisal,06-09-2024,14.2%,Annual appraisal cycle
2377,EMP481,Resigned,31-12-2024,Resigned,Contract ended
2378,EMP482,Bench Start,08-12-2023,8 days,Internal Approvals
2379,EMP482,Bench End,16-12-2023,8 days on bench,Deployment commenced
2380,EMP482,Deployed,16-12-2023,Brackenfield Bank,Initial deployment
2381,EMP482,Contract Renewal,13-06-2024,6 months extension,First renewal review
2382,EMP482,Appraisal,07-12-2024,10.6%,Annual appraisal cycle
2383,EMP482,Resigned,09-09-2024,Resigned,Better opportunity
2384,EMP483,Bench Start,13-06-2023,8 days,Client Budget Hold
2385,EMP483,Bench End,21-06-2023,8 days on bench,Deployment commenced
2386,EMP483,Deployed,21-06-2023,Luminae Financial,Initial deployment
2387,EMP483,Contract Renewal,18-12-2023,6 months extension,First renewal review
2388,EMP483,Bill Rate Revision,20-06-2024,INR 3039.56,Annual rate revision
2389,EMP483,Contract Closure,15-06-2024,Project ended,Project Completion
2390,EMP483,Converted to FTE,12-07-2024,Converted to FTE,Better opportunity
2391,EMP484,Bench Start,15-05-2024,8 days,Client Budget Hold
2392,EMP484,Bench End,23-05-2024,8 days on bench,Deployment commenced
2393,EMP484,Deployed,23-05-2024,Luminae Financial,Initial deployment
2394,EMP484,Contract Renewal,19-11-2024,6 months extension,First renewal review
2395,EMP484,Resigned,31-12-2024,Resigned,Client absorption
2396,EMP485,Bench Start,13-06-2024,14 days,Documentation Pending
2397,EMP485,Bench End,27-06-2024,14 days on bench,Deployment commenced
2398,EMP485,Deployed,27-06-2024,Brackenfield Bank,Initial deployment
2399,EMP485,Contract Renewal,24-12-2024,6 months extension,First renewal review
2400,EMP485,Converted to FTE,31-12-2024,Converted to FTE,Better opportunity
2401,EMP486,Bench Start,29-04-2024,12 days,Internal Approvals
2402,EMP486,Bench End,11-05-2024,12 days on bench,Deployment commenced
2403,EMP486,Deployed,11-05-2024,Veluxtra Infotech,Initial deployment
2404,EMP486,Contract Renewal,07-11-2024,6 months extension,First renewal review
2405,EMP487,Bench Start,12-12-2023,7 days,Documentation Pending
2406,EMP487,Bench End,19-12-2023,7 days on bench,Deployment commenced
2407,EMP487,Deployed,19-12-2023,Orenvast Bank,Initial deployment
2408,EMP487,Contract Closure,16-06-2024,Project ended,Client Decision
2409,EMP487,Appraisal,11-12-2024,10.7%,Annual appraisal cycle
2410,EMP487,Resigned,13-09-2024,Resigned,Performance issue
2411,EMP488,Bench Start,20-06-2024,5 days,Client BGV Delay
2412,EMP488,Bench End,25-06-2024,5 days on bench,Deployment commenced
2413,EMP488,Deployed,25-06-2024,Altovex Systems,Initial deployment
2414,EMP488,Contract Closure,22-12-2024,Project ended,Project Completion
2415,EMP488,Released,31-12-2024,Released,Better opportunity
2416,EMP489,Bench Start,07-09-2023,14 days,Internal Approvals
